1, 0.001000, 1700475958
2, 0.002000, 1700475958
3, 0.003000, 1700475958
4, 0.003000, 1700475958
1, 0.001000, 1700475964
2, 0.002000, 1700475964
3, 0.003000, 1700475964
4, 0.003000, 1700475964
1, 0.001000, 1700476051
2, 0.002000, 1700476051
3, 0.003000, 1700476051
4, 0.003000, 1700476051
1, 0.001000, 1700476057
2, 0.002000, 1700476057
3, 0.003000, 1700476057
4, 0.003000, 1700476057
1, 0.001000, 1700476580
2, 0.002000, 1700476580
3, 0.003000, 1700476580
4, 0.003000, 1700476580
1, 0.001000, 1700476592
2, 0.002000, 1700476592
3, 0.003000, 1700476592
4, 0.003000, 1700476592
1, 0.001000, 1700477749
2, 0.002000, 1700477749
3, 0.003000, 1700477749
4, 0.003000, 1700477749
1, 0.001000, 1700477755
2, 0.002000, 1700477755
3, 0.003000, 1700477755
4, 0.003000, 1700477755
1, 0.001000, 1700477775
2, 0.002000, 1700477775
3, 0.003000, 1700477775
4, 0.003000, 1700477775
1, 0.001000, 1700477862
2, 0.002000, 1700477862
3, 0.003000, 1700477862
4, 0.003000, 1700477862
1, 0.001000, 1700478178
2, 0.002000, 1700478178
3, 0.003000, 1700478178
4, 0.003000, 1700478178
1, 0.001000, 1700478184
2, 0.002000, 1700478184
3, 0.003000, 1700478184
4, 0.003000, 1700478184
1, 0.001000, 1700478466
2, 0.002000, 1700478466
3, 0.003000, 1700478466
4, 0.003000, 1700478466
1, 0.001000, 1700478472
2, 0.002000, 1700478472
3, 0.003000, 1700478472
4, 0.003000, 1700478472
1, 0.001000, 1700480014
2, 0.002000, 1700480014
3, 0.003000, 1700480014
4, 0.003000, 1700480014
1, 0.001000, 1700480020
2, 0.002000, 1700480020
3, 0.003000, 1700480020
4, 0.003000, 1700480020
1, 0.001000, 1700480233
2, 0.002000, 1700480233
3, 0.003000, 1700480233
4, 0.003000, 1700480233
1, 0.001000, 1700480239
2, 0.002000, 1700480239
3, 0.003000, 1700480239
4, 0.003000, 1700480239
1, 0.001000, 1700480342
2, 0.002000, 1700480342
3, 0.003000, 1700480342
4, 0.003000, 1700480342
1, 0.001000, 1700480348
2, 0.002000, 1700480348
3, 0.003000, 1700480348
4, 0.003000, 1700480348
1, 0.001000, 1700480354
2, 0.002000, 1700480354
3, 0.003000, 1700480354
4, 0.003000, 1700480354
1, 0.001000, 1700480360
2, 0.002000, 1700480360
3, 0.003000, 1700480360
4, 0.003000, 1700480360
1, 0.001000, 1700480496
2, 0.002000, 1700480496
3, 0.003000, 1700480496
4, 0.003000, 1700480496
1, 0.001000, 1700480502
2, 0.002000, 1700480502
3, 0.003000, 1700480502
4, 0.003000, 1700480502
1, 0.001000, 1700480609
2, 0.002000, 1700480609
3, 0.003000, 1700480609
4, 0.003000, 1700480609
1, 0.001000, 1700480615
2, 0.002000, 1700480615
3, 0.003000, 1700480615
4, 0.003000, 1700480615
1, 0.001000, 1700480620
2, 0.002000, 1700480620
3, 0.003000, 1700480620
4, 0.003000, 1700480620
1, 0.001000, 1700480626
2, 0.002000, 1700480626
3, 0.003000, 1700480626
4, 0.003000, 1700480626
1, 0.001000, 1700480641
2, 0.002000, 1700480641
3, 0.003000, 1700480641
4, 0.003000, 1700480641
1, 0.001000, 1700480647
2, 0.002000, 1700480647
3, 0.003000, 1700480647
4, 0.003000, 1700480647
1, 0.001000, 1700480860
2, 0.002000, 1700480860
3, 0.003000, 1700480860
4, 0.003000, 1700480860
1, 0.001000, 1700480866
2, 0.002000, 1700480866
3, 0.003000, 1700480866
4, 0.003000, 1700480866
1, 0.001000, 1700481189
2, 0.002000, 1700481189
3, 0.003000, 1700481189
4, 0.003000, 1700481189
1, 0.001000, 1700481195
2, 0.002000, 1700481195
3, 0.003000, 1700481195
4, 0.003000, 1700481195
1, 0.001000, 1700481217
2, 0.002000, 1700481217
3, 0.003000, 1700481217
4, 0.003000, 1700481217
1, 0.001000, 1700481223
2, 0.002000, 1700481223
3, 0.003000, 1700481223
4, 0.003000, 1700481223
1, 0.001000, 1700481224
2, 0.002000, 1700481224
3, 0.003000, 1700481224
4, 0.003000, 1700481224
1, 0.001000, 1700481230
2, 0.002000, 1700481230
3, 0.003000, 1700481230
4, 0.003000, 1700481230
1, 0.001000, 1700481275
2, 0.002000, 1700481275
3, 0.003000, 1700481275
4, 0.003000, 1700481275
1, 0.001000, 1700481281
2, 0.002000, 1700481281
3, 0.003000, 1700481281
4, 0.003000, 1700481281
1, 0.001000, 1700481294
2, 0.002000, 1700481294
3, 0.003000, 1700481294
4, 0.003000, 1700481294
1, 0.001000, 1700481301
2, 0.002000, 1700481301
3, 0.003000, 1700481301
4, 0.003000, 1700481301
1, 0.001000, 1700481311
2, 0.002000, 1700481311
3, 0.003000, 1700481311
4, 0.003000, 1700481311
1, 0.001000, 1700481317
2, 0.002000, 1700481317
3, 0.003000, 1700481317
4, 0.003000, 1700481317
