15, 19.985897, 1703798500
15, 20.157179, 1703798501
15, 20.351870, 1703798502
21, 19.856700, 1703798502
15, 20.572831, 1703798503
15, 20.431299, 1703798505
37, 20.162903, 1703798505
21, 19.732571, 1703798506
15, 20.659468, 1703798506
37, 20.095661, 1703798507
15, 20.409892, 1703798508
21, 19.665709, 1703798510
37, 20.136466, 1703798510
15, 20.447107, 1703798510
15, 20.408919, 1703798511
15, 20.620266, 1703798512
37, 20.021229, 1703798512
21, 19.852190, 1703798513
15, 20.672528, 1703798513
15, 20.657272, 1703798514
37, 19.850162, 1703798514
15, 20.545899, 1703798515
21, 19.698844, 1703798516
15, 20.640007, 1703798516
37, 19.618249, 1703798516
